recharge_id,user_id,recharge_date,city,recharge_type,plan_type,payment_mode,recharge_amount
JIOREC010022,USER34479,2023-06-02,Jaipur,Postpaid,Annual,Debit Card,2671
JIOREC010023,USER20904,2022-10-20,Kolkata,Prepaid,Annual,Credit Card,2892
JIOREC010024,USER16464,2024-05-10,Lucknow,Prepaid,Quarterly,Net Banking,933
JIOREC010025,USER75217,2022-08-12,Mumbai,Prepaid,Roaming Pack,UPI,803
JIOREC010026,USER40758,2022-12-08,Jaipur,Prepaid,Monthly,Net Banking,479
JIOREC010027,USER74479,2024-03-29,Mumbai,Postpaid,Data Add-on,UPI,67
JIOREC010028,USER26257,2023-12-08,Ahmedabad,Postpaid,Quarterly,Credit Card,699
JIOREC010029,USER81693,2023-10-12,Kolkata,Postpaid,Annual,Wallet,3172
JIOREC010030,USER84890,2024-01-10,Bangalore,Prepaid,Data Add-on,Credit Card,31
JIOREC010031,USER83912,2022-08-31,Mumbai,Postpaid,Data Add-on,Credit Card,60
JIOREC010032,USER32744,2022-10-10,Lucknow,Prepaid,Annual,UPI,3004
JIOREC010033,USER41163,2022-07-16,Ahmedabad,Postpaid,Monthly,Credit Card,298
JIOREC010034,USER42936,2022-02-09,Ahmedabad,Prepaid,Annual,Wallet,2546
JIOREC010035,USER58842,2023-06-05,Lucknow,Prepaid,Monthly,UPI,208
JIOREC010036,USER42568,2024-01-29,Jaipur,Postpaid,Annual,UPI,2801
JIOREC010037,USER96583,2023-03-26,Jaipur,Prepaid,Data Add-on,Retail Store,30
JIOREC010038,USER37178,2024-05-30,Kolkata,Prepaid,Quarterly,Credit Card,733
JIOREC010039,USER61641,2023-12-28,Ahmedabad,Prepaid,Roaming Pack,Credit Card,523
JIOREC010040,USER25436,2024-01-18,Chennai,Postpaid,Annual,Wallet,3299
JIOREC010041,USER54194,2023-09-26,Hyderabad,Prepaid,Data Add-on,Net Banking,30
JIOREC010042,USER77425,2023-07-03,Pune,Prepaid,Data Add-on,Net Banking,126
JIOREC010043,USER13702,2022-12-17,Pune,Prepaid,Quarterly,Credit Card,666
JIOREC010044,USER10979,2022-09-17,Hyderabad,Prepaid,Annual,Wallet,2534
JIOREC010045,USER44861,2022-06-27,Mumbai,Postpaid,Monthly,Credit Card,239
JIOREC010046,USER14973,2022-03-04,Pune,Prepaid,Quarterly,Credit Card,665
JIOREC010047,USER55496,2022-09-13,Pune,Postpaid,Monthly,UPI,401
JIOREC010048,USER30754,2024-01-20,Mumbai,Prepaid,Roaming Pack,UPI,659
JIOREC010049,USER45354,2023-10-17,Mumbai,Postpaid,Data Add-on,UPI,20
JIOREC010050,USER38696,2023-03-13,Chennai,Postpaid,Quarterly,Net Banking,755
JIOREC010051,USER90442,2022-07-16,Jaipur,Prepaid,Data Add-on,Credit Card,18
JIOREC010052,USER59493,2023-07-23,Chennai,Postpaid,Data Add-on,UPI,63
JIOREC010053,USER17583,2022-04-03,Pune,Postpaid,Data Add-on,Wallet,28
JIOREC010054,USER53403,2023-01-26,Chennai,Prepaid,Annual,Debit Card,3024
JIOREC010055,USER58301,2022-12-19,Mumbai,Postpaid,Quarterly,Debit Card,849
JIOREC010056,USER90474,2024-01-05,Hyderabad,Postpaid,Roaming Pack,UPI,549
JIOREC010057,USER29906,2022-07-09,Mumbai,Postpaid,Quarterly,UPI,666
JIOREC010058,USER98769,2023-07-12,Mumbai,Prepaid,Annual,UPI,3031
JIOREC010059,USER89651,2022-12-18,Bangalore,Prepaid,Monthly,Net Banking,199
JIOREC010060,USER13386,2022-09-12,Ahmedabad,Prepaid,Data Add-on,UPI,29
JIOREC010061,USER18530,2024-05-12,Bangalore,Postpaid,Data Add-on,Debit Card,132
JIOREC010062,USER12150,2024-02-10,Delhi,Prepaid,Quarterly,Credit Card,935
JIOREC010063,USER15134,2023-09-18,Kolkata,Prepaid,Roaming Pack,Debit Card,520
JIOREC010064,USER67849,2023-12-27,Delhi,Prepaid,Quarterly,UPI,754
JIOREC010065,USER54131,2022-07-07,Jaipur,Postpaid,Quarterly,UPI,666
JIOREC010066,USER79738,2023-07-30,Hyderabad,Postpaid,Roaming Pack,Wallet,521
JIOREC010067,USER24454,2022-05-22,Delhi,Prepaid,Data Add-on,Wallet,120
JIOREC010068,USER88301,2022-04-15,Hyderabad,Postpaid,Annual,Credit Card,2873
JIOREC010069,USER67517,2024-04-27,Pune,Prepaid,Annual,Debit Card,3292
JIOREC010070,USER12755,2022-12-24,Hyderabad,Prepaid,Roaming Pack,UPI,599
JIOREC010071,USER85850,2022-04-17,Chennai,Prepaid,Annual,Credit Card,2540
JIOREC010072,USER30284,2023-06-26,Bangalore,Postpaid,Monthly,UPI,417
JIOREC010073,USER40258,2024-05-06,Ahmedabad,Prepaid,Roaming Pack,UPI,550
JIOREC010074,USER94990,2022-05-06,Chennai,Prepaid,Roaming Pack,Credit Card,799
JIOREC010075,USER91128,2023-07-29,Jaipur,Postpaid,Roaming Pack,UPI,838
JIOREC010076,USER17069,2023-11-27,Kolkata,Prepaid,Data Add-on,Debit Card,19
JIOREC010077,USER54225,2022-09-21,Delhi,Postpaid,Quarterly,UPI,714
JIOREC010078,USER56727,2023-08-21,Jaipur,Postpaid,Annual,Credit Card,3020
JIOREC010079,USER13373,2023-03-15,Kolkata,Postpaid,Annual,Net Banking,3146
JIOREC010080,USER11370,2022-07-27,Hyderabad,Postpaid,Roaming Pack,Debit Card,799
JIOREC010081,USER47825,2022-12-30,Kolkata,Prepaid,Monthly,Debit Card,199
JIOREC010082,USER54850,2023-06-24,Kolkata,Postpaid,Roaming Pack,UPI,838
JIOREC010083,USER51498,2023-06-20,Jaipur,Prepaid,Monthly,UPI,418
JIOREC010084,USER87553,2023-03-12,Pune,Prepaid,Roaming Pack,Retail Store,629
JIOREC010085,USER33367,2024-02-29,Lucknow,Postpaid,Data Add-on,Credit Card,67
JIOREC010086,USER76443,2023-11-19,Ahmedabad,Prepaid,Monthly,Wallet,503
JIOREC010087,USER16817,2022-04-04,Jaipur,Postpaid,Data Add-on,UPI,60
JIOREC010088,USER18112,2023-08-01,Chennai,Postpaid,Data Add-on,Debit Card,64
JIOREC010089,USER34577,2023-11-14,Hyderabad,Postpaid,Monthly,Net Banking,209
JIOREC010090,USER41937,2023-07-12,Delhi,Postpaid,Data Add-on,Credit Card,63
JIOREC010091,USER56562,2023-08-18,Hyderabad,Prepaid,Data Add-on,Retail Store,19
JIOREC010092,USER18931,2024-06-12,Pune,Postpaid,Data Add-on,Debit Card,132
JIOREC010093,USER82007,2022-06-26,Jaipur,Prepaid,Roaming Pack,UPI,798
JIOREC010094,USER73191,2022-06-19,Kolkata,Postpaid,Roaming Pack,UPI,499
JIOREC010095,USER19394,2024-02-17,Lucknow,Prepaid,Monthly,Credit Card,329
JIOREC010096,USER67653,2023-01-06,Chennai,Prepaid,Quarterly,Retail Store,891
JIOREC010097,USER12381,2022-05-22,Chennai,Prepaid,Roaming Pack,UPI,600
JIOREC010098,USER19092,2022-02-21,Hyderabad,Postpaid,Annual,Credit Card,2547
JIOREC010099,USER41657,2024-03-08,Jaipur,Postpaid,Data Add-on,UPI,67
JIOREC010100,USER73160,2024-03-01,Hyderabad,Postpaid,Quarterly,Debit Card,934
JIOREC010101,USER47770,2023-06-15,Bangalore,Postpaid,Roaming Pack,UPI,626
JIOREC010102,USER25453,2023-10-02,Jaipur,Postpaid,Quarterly,Wallet,760
JIOREC010103,USER58228,2022-06-15,Mumbai,Prepaid,Quarterly,UPI,721
JIOREC010104,USER76412,2024-03-14,Hyderabad,Postpaid,Data Add-on,Credit Card,31
JIOREC010105,USER33741,2022-09-20,Chennai,Prepaid,Monthly,UPI,399
JIOREC010106,USER52988,2022-07-27,Ahmedabad,Postpaid,Roaming Pack,Debit Card,801
JIOREC010107,USER12415,2024-01-26,Hyderabad,Postpaid,Annual,Credit Card,3296
JIOREC010108,USER66055,2022-04-23,Delhi,Prepaid,Data Add-on,UPI,19
JIOREC010109,USER88861,2023-12-22,Chennai,Prepaid,Quarterly,UPI,754
JIOREC010110,USER41723,2023-07-20,Lucknow,Prepaid,Annual,Retail Store,3149
JIOREC010111,USER73003,2023-08-13,Chennai,Postpaid,Quarterly,Wallet,896
JIOREC010112,USER13219,2022-09-05,Ahmedabad,Prepaid,Monthly,Credit Card,398
JIOREC010113,USER17543,2022-02-18,Mumbai,Postpaid,Data Add-on,Net Banking,120
JIOREC010114,USER19096,2024-03-13,Bangalore,Prepaid,Annual,UPI,2795
JIOREC010115,USER76154,2022-09-10,Kolkata,Postpaid,Roaming Pack,UPI,797
JIOREC010116,USER32474,2023-11-06,Bangalore,Prepaid,Annual,UPI,3136
JIOREC010117,USER26915,2023-12-09,Mumbai,Postpaid,Quarterly,Credit Card,699
JIOREC010118,USER45070,2022-11-21,Ahmedabad,Postpaid,Data Add-on,Net Banking,28
JIOREC010119,USER93149,2023-04-12,Mumbai,Postpaid,Data Add-on,Net Banking,30
JIOREC010120,USER27763,2022-07-26,Pune,Prepaid,Monthly,UPI,401
JIOREC010121,USER23344,2024-06-01,Delhi,Postpaid,Quarterly,Net Banking,790
JIOREC010122,USER62626,2023-12-06,Kolkata,Prepaid,Roaming Pack,UPI,523
JIOREC010123,USER74279,2023-12-14,Lucknow,Postpaid,Roaming Pack,Net Banking,628
JIOREC010124,USER64827,2023-01-18,Ahmedabad,Prepaid,Roaming Pack,Debit Card,838
JIOREC010125,USER10355,2022-04-27,Lucknow,Postpaid,Annual,Net Banking,2877
JIOREC010126,USER64520,2023-12-26,Kolkata,Prepaid,Roaming Pack,Wallet,523
JIOREC010127,USER76752,2023-02-25,Delhi,Postpaid,Monthly,Debit Card,208
JIOREC010128,USER37307,2022-05-09,Ahmedabad,Prepaid,Data Add-on,UPI,29
JIOREC010129,USER27938,2022-12-06,Ahmedabad,Prepaid,Data Add-on,Wallet,61
JIOREC010130,USER27967,2023-02-20,Hyderabad,Postpaid,Quarterly,Debit Card,755
JIOREC010131,USER91794,2022-12-10,Ahmedabad,Postpaid,Data Add-on,Net Banking,61
JIOREC010132,USER14367,2022-07-09,Jaipur,Prepaid,Data Add-on,Retail Store,60
JIOREC010133,USER61409,2022-04-02,Lucknow,Postpaid,Annual,UPI,2546
JIOREC010134,USER29982,2024-06-09,Ahmedabad,Prepaid,Data Add-on,Credit Card,20
JIOREC010135,USER10450,2022-02-21,Chennai,Postpaid,Data Add-on,Wallet,61
JIOREC010136,USER10025,2023-08-20,Ahmedabad,Prepaid,Annual,Debit Card,3168
JIOREC010137,USER37626,2022-02-26,Mumbai,Prepaid,Data Add-on,UPI,18
JIOREC010138,USER79761,2022-08-17,Ahmedabad,Prepaid,Data Add-on,UPI,61
JIOREC010139,USER38438,2022-07-13,Pune,Prepaid,Quarterly,UPI,844
JIOREC010140,USER71123,2024-04-22,Hyderabad,Prepaid,Quarterly,UPI,791
JIOREC010141,USER91121,2023-12-23,Hyderabad,Postpaid,Roaming Pack,Credit Card,523
JIOREC010142,USER87966,2024-06-18,Jaipur,Prepaid,Annual,Net Banking,2801
JIOREC010143,USER12060,2023-04-11,Lucknow,Prepaid,Annual,Net Banking,3017
JIOREC010144,USER88747,2023-05-27,Bangalore,Prepaid,Roaming Pack,Credit Card,842
JIOREC010145,USER50280,2023-06-27,Hyderabad,Postpaid,Roaming Pack,UPI,836
JIOREC010146,USER65126,2022-07-05,Kolkata,Prepaid,Annual,Wallet,2889
JIOREC010147,USER15614,2022-06-09,Mumbai,Postpaid,Roaming Pack,UPI,797
JIOREC010148,USER34056,2022-08-31,Pune,Prepaid,Data Add-on,Wallet,29
JIOREC010149,USER71397,2023-03-22,Lucknow,Prepaid,Quarterly,UPI,700
JIOREC010150,USER21139,2023-11-19,Delhi,Postpaid,Roaming Pack,Net Banking,528
JIOREC010151,USER10670,2024-01-11,Kolkata,Postpaid,Roaming Pack,Credit Card,549
JIOREC010152,USER54017,2023-12-18,Mumbai,Postpaid,Quarterly,Retail Store,754
JIOREC010153,USER98854,2022-07-10,Chennai,Prepaid,Monthly,Retail Store,239
JIOREC010154,USER46072,2023-12-23,Ahmedabad,Prepaid,Data Add-on,UPI,30
JIOREC010155,USER36247,2022-09-08,Ahmedabad,Prepaid,Quarterly,Wallet,663
JIOREC010156,USER53620,2023-12-19,Ahmedabad,Postpaid,Data Add-on,Debit Card,19
JIOREC010157,USER83575,2023-07-07,Lucknow,Postpaid,Roaming Pack,Retail Store,835
JIOREC010158,USER34263,2024-02-18,Pune,Prepaid,Data Add-on,Retail Store,31
JIOREC010159,USER27925,2022-03-19,Mumbai,Prepaid,Monthly,Debit Card,238
JIOREC010160,USER70391,2024-04-09,Ahmedabad,Prepaid,Quarterly,UPI,734
JIOREC010161,USER63022,2022-09-17,Pune,Prepaid,Data Add-on,UPI,19
JIOREC010162,USER44676,2024-03-23,Kolkata,Prepaid,Monthly,UPI,526
JIOREC010163,USER74009,2024-04-28,Lucknow,Prepaid,Annual,Retail Store,3296
JIOREC010164,USER27945,2023-01-22,Mumbai,Prepaid,Monthly,UPI,502
JIOREC010165,USER99901,2023-05-01,Delhi,Prepaid,Roaming Pack,Net Banking,626
JIOREC010166,USER50007,2023-06-14,Jaipur,Prepaid,Data Add-on,Net Banking,30
JIOREC010167,USER33558,2022-02-17,Lucknow,Postpaid,Annual,Net Banking,2997
JIOREC010168,USER48568,2023-01-16,Kolkata,Prepaid,Data Add-on,Credit Card,19
JIOREC010169,USER16394,2023-08-29,Ahmedabad,Prepaid,Quarterly,UPI,696
JIOREC010170,USER97934,2022-01-29,Delhi,Postpaid,Data Add-on,Credit Card,18
JIOREC010171,USER60202,2024-03-09,Delhi,Prepaid,Annual,Debit Card,3163
JIOREC010172,USER98663,2022-04-03,Mumbai,Prepaid,Data Add-on,Credit Card,28
JIOREC010173,USER38460,2023-04-17,Chennai,Postpaid,Quarterly,UPI,757
JIOREC010174,USER63995,2023-11-09,Ahmedabad,Prepaid,Data Add-on,Debit Card,30
JIOREC010175,USER75203,2023-12-25,Kolkata,Prepaid,Monthly,Net Banking,502
JIOREC010176,USER71402,2022-05-06,Lucknow,Prepaid,Annual,Debit Card,2541
JIOREC010177,USER90286,2022-03-15,Pune,Postpaid,Roaming Pack,Debit Card,497
JIOREC010178,USER82526,2023-03-12,Lucknow,Prepaid,Quarterly,UPI,756
JIOREC010179,USER37302,2022-12-23,Pune,Postpaid,Quarterly,UPI,666
JIOREC010180,USER26255,2023-07-28,Pune,Prepaid,Roaming Pack,UPI,522
JIOREC010181,USER52535,2023-11-12,Ahmedabad,Postpaid,Data Add-on,Net Banking,64
JIOREC010182,USER52418,2023-06-13,Kolkata,Postpaid,Data Add-on,Credit Card,127
JIOREC010183,USER26790,2023-09-16,Pune,Prepaid,Quarterly,UPI,701
JIOREC010184,USER54178,2022-11-03,Mumbai,Prepaid,Monthly,UPI,240
JIOREC010185,USER69457,2023-02-22,Jaipur,Postpaid,Roaming Pack,Net Banking,524
JIOREC010186,USER74068,2023-11-22,Chennai,Prepaid,Annual,UPI,2678
JIOREC010187,USER96644,2023-02-12,Chennai,Postpaid,Data Add-on,UPI,127
JIOREC010188,USER86672,2022-08-07,Pune,Postpaid,Annual,Credit Card,2895
JIOREC010189,USER11010,2022-07-18,Bangalore,Postpaid,Annual,UPI,2886
JIOREC010190,USER87866,2024-03-31,Pune,Postpaid,Annual,UPI,3297
JIOREC010191,USER87109,2022-11-02,Lucknow,Postpaid,Annual,UPI,2990
JIOREC010192,USER13084,2022-07-10,Delhi,Prepaid,Monthly,UPI,298
JIOREC010193,USER93684,2024-05-05,Jaipur,Postpaid,Roaming Pack,Net Banking,875
JIOREC010194,USER77806,2024-01-29,Chennai,Prepaid,Annual,UPI,2800
JIOREC010195,USER64492,2022-02-17,Ahmedabad,Postpaid,Roaming Pack,Debit Card,598
JIOREC010196,USER55523,2024-06-19,Kolkata,Postpaid,Quarterly,UPI,734
JIOREC010197,USER79107,2024-01-27,Lucknow,Prepaid,Quarterly,UPI,934
JIOREC010198,USER42723,2024-02-04,Mumbai,Prepaid,Annual,Wallet,2795
JIOREC010199,USER19425,2023-09-21,Lucknow,Prepaid,Annual,Credit Card,3130
JIOREC010200,USER33239,2024-04-24,Jaipur,Postpaid,Data Add-on,Credit Card,133
JIOREC010201,USER35336,2023-07-28,Lucknow,Prepaid,Roaming Pack,Net Banking,521
JIOREC010202,USER43108,2023-05-02,Pune,Prepaid,Roaming Pack,UPI,524
JIOREC010203,USER91849,2022-08-15,Mumbai,Prepaid,Roaming Pack,Retail Store,801
JIOREC010204,USER22205,2024-02-14,Jaipur,Postpaid,Data Add-on,Debit Card,31
JIOREC010205,USER11123,2023-07-02,Mumbai,Prepaid,Monthly,Credit Card,421
JIOREC010206,USER56887,2023-03-12,Pune,Prepaid,Data Add-on,UPI,64
JIOREC010207,USER15672,2022-05-18,Lucknow,Prepaid,Monthly,UPI,238
JIOREC010208,USER87605,2022-07-25,Mumbai,Prepaid,Quarterly,UPI,662
JIOREC010209,USER19044,2022-03-22,Jaipur,Prepaid,Roaming Pack,Debit Card,800
JIOREC010210,USER68497,2023-06-12,Hyderabad,Prepaid,Data Add-on,UPI,19
JIOREC010211,USER82832,2022-10-07,Pune,Postpaid,Monthly,Credit Card,197
JIOREC010212,USER73014,2024-03-22,Delhi,Postpaid,Annual,Wallet,3171
JIOREC010213,USER41089,2022-11-18,Pune,Prepaid,Annual,Net Banking,2526
JIOREC010214,USER86600,2023-12-24,Mumbai,Postpaid,Quarterly,UPI,699
JIOREC010215,USER97494,2022-01-29,Ahmedabad,Prepaid,Quarterly,UPI,665
JIOREC010216,USER69095,2022-08-02,Ahmedabad,Postpaid,Monthly,Wallet,300
JIOREC010217,USER13302,2022-02-24,Lucknow,Postpaid,Roaming Pack,Credit Card,799
JIOREC010218,USER62264,2023-01-02,Lucknow,Prepaid,Quarterly,Credit Card,754
JIOREC010219,USER83916,2023-01-21,Kolkata,Postpaid,Roaming Pack,Debit Card,839
JIOREC010220,USER41322,2024-05-01,Bangalore,Prepaid,Monthly,Credit Card,219
JIOREC010221,USER81396,2023-09-20,Bangalore,Prepaid,Monthly,Credit Card,312
JIOREC010222,USER38053,2022-01-22,Jaipur,Prepaid,Data Add-on,UPI,120
JIOREC010223,USER71470,2023-01-04,Ahmedabad,Postpaid,Monthly,UPI,418
JIOREC010224,USER44567,2023-01-30,Jaipur,Prepaid,Annual,UPI,3023
JIOREC010225,USER39174,2022-10-13,Chennai,Postpaid,Data Add-on,Retail Store,29
JIOREC010226,USER41803,2023-03-21,Mumbai,Prepaid,Annual,UPI,2674
JIOREC010227,USER83853,2024-06-28,Hyderabad,Postpaid,Quarterly,Credit Card,794
JIOREC010228,USER83102,2022-10-19,Mumbai,Prepaid,Monthly,UPI,475
JIOREC010229,USER62077,2022-10-08,Mumbai,Postpaid,Monthly,Debit Card,240
JIOREC010230,USER69600,2024-02-08,Delhi,Prepaid,Roaming Pack,Credit Card,879
JIOREC010231,USER22079,2022-05-26,Lucknow,Postpaid,Monthly,UPI,479
JIOREC010232,USER16578,2023-06-30,Ahmedabad,Postpaid,Roaming Pack,Debit Card,836
JIOREC010233,USER50430,2023-03-12,Ahmedabad,Prepaid,Annual,UPI,3019
JIOREC010234,USER26907,2023-06-22,Mumbai,Postpaid,Roaming Pack,Net Banking,631
JIOREC010235,USER48745,2024-01-16,Chennai,Prepaid,Quarterly,Wallet,933
JIOREC010236,USER41793,2023-12-31,Mumbai,Postpaid,Annual,UPI,2672
JIOREC010237,USER29838,2022-12-29,Hyderabad,Postpaid,Roaming Pack,UPI,799
JIOREC010238,USER13180,2022-04-08,Jaipur,Prepaid,Data Add-on,UPI,29
JIOREC010239,USER98456,2022-07-14,Jaipur,Prepaid,Annual,UPI,2534
JIOREC010240,USER89713,2022-10-16,Kolkata,Prepaid,Data Add-on,UPI,121
JIOREC010241,USER29179,2024-03-23,Lucknow,Prepaid,Annual,Wallet,3166
JIOREC010242,USER87659,2023-10-07,Lucknow,Prepaid,Roaming Pack,Debit Card,632
JIOREC010243,USER17537,2023-10-02,Kolkata,Postpaid,Roaming Pack,UPI,836
JIOREC010244,USER67724,2022-12-03,Kolkata,Prepaid,Monthly,UPI,479
JIOREC010245,USER67722,2022-08-05,Mumbai,Prepaid,Monthly,Wallet,481
JIOREC010246,USER62030,2022-12-17,Hyderabad,Postpaid,Data Add-on,Wallet,29
JIOREC010247,USER57209,2023-02-03,Bangalore,Postpaid,Annual,UPI,2671
JIOREC010248,USER77189,2022-08-17,Bangalore,Postpaid,Quarterly,Net Banking,714
JIOREC010249,USER14008,2023-08-04,Mumbai,Postpaid,Roaming Pack,Debit Card,625
JIOREC010250,USER53699,2022-04-15,Lucknow,Prepaid,Quarterly,Credit Card,721
JIOREC010251,USER15628,2022-10-28,Chennai,Postpaid,Data Add-on,UPI,60
JIOREC010252,USER12223,2023-09-16,Ahmedabad,Postpaid,Annual,UPI,2655
JIOREC010253,USER76469,2024-06-16,Pune,Prepaid,Quarterly,Wallet,790
JIOREC010254,USER17965,2022-09-04,Ahmedabad,Prepaid,Data Add-on,UPI,60
JIOREC010255,USER35150,2022-08-12,Kolkata,Prepaid,Annual,UPI,3017
JIOREC010256,USER94674,2022-09-27,Bangalore,Postpaid,Roaming Pack,Net Banking,499
JIOREC010257,USER80737,2023-02-15,Ahmedabad,Prepaid,Annual,UPI,2674
JIOREC010258,USER40993,2022-08-30,Mumbai,Postpaid,Roaming Pack,UPI,495
JIOREC010259,USER37171,2022-03-14,Mumbai,Postpaid,Roaming Pack,Debit Card,597
JIOREC010260,USER41090,2023-09-26,Lucknow,Prepaid,Roaming Pack,UPI,627
JIOREC010261,USER82188,2022-07-02,Mumbai,Postpaid,Monthly,UPI,300
JIOREC010262,USER34136,2022-08-25,Lucknow,Postpaid,Roaming Pack,Net Banking,599
JIOREC010263,USER59715,2023-09-29,Kolkata,Prepaid,Quarterly,Credit Card,889
JIOREC010264,USER21544,2024-04-26,Kolkata,Prepaid,Roaming Pack,Retail Store,879
JIOREC010265,USER20963,2022-12-17,Kolkata,Prepaid,Monthly,UPI,239
JIOREC010266,USER86053,2022-02-13,Pune,Postpaid,Data Add-on,UPI,121
JIOREC010267,USER85378,2023-04-28,Chennai,Postpaid,Quarterly,UPI,891
JIOREC010268,USER48235,2022-01-11,Delhi,Postpaid,Annual,Net Banking,2542
JIOREC010269,USER38626,2022-01-09,Jaipur,Prepaid,Monthly,Credit Card,399
JIOREC010270,USER11514,2023-09-05,Lucknow,Prepaid,Quarterly,UPI,888
JIOREC010271,USER45169,2024-04-08,Pune,Postpaid,Annual,Credit Card,3291
JIOREC010272,USER75898,2023-10-28,Bangalore,Postpaid,Annual,Credit Card,2653
JIOREC010273,USER62420,2023-01-21,Chennai,Postpaid,Data Add-on,Debit Card,30
JIOREC010274,USER12391,2022-04-29,Bangalore,Postpaid,Data Add-on,UPI,28
JIOREC010275,USER61585,2024-04-24,Mumbai,Postpaid,Annual,Credit Card,2803
JIOREC010276,USER26094,2023-12-24,Hyderabad,Postpaid,Monthly,UPI,208
JIOREC010277,USER41943,2023-04-10,Kolkata,Postpaid,Annual,Wallet,2665
JIOREC010278,USER33615,2024-06-07,Mumbai,Postpaid,Data Add-on,UPI,31
JIOREC010279,USER72541,2022-05-07,Bangalore,Postpaid,Data Add-on,UPI,29
JIOREC010280,USER40836,2023-03-13,Lucknow,Prepaid,Quarterly,UPI,756
JIOREC010281,USER62555,2023-12-19,Pune,Prepaid,Data Add-on,UPI,30
JIOREC010282,USER97864,2023-05-04,Chennai,Postpaid,Monthly,UPI,313
JIOREC010283,USER77768,2022-06-19,Kolkata,Prepaid,Data Add-on,Credit Card,120
JIOREC010284,USER27386,2023-12-18,Chennai,Postpaid,Data Add-on,UPI,30
JIOREC010285,USER19684,2023-09-25,Mumbai,Prepaid,Monthly,UPI,209
JIOREC010286,USER24368,2022-09-02,Mumbai,Prepaid,Data Add-on,UPI,28
JIOREC010287,USER51304,2022-05-08,Ahmedabad,Postpaid,Monthly,UPI,299
JIOREC010288,USER12495,2022-10-03,Ahmedabad,Prepaid,Monthly,Wallet,240
JIOREC010289,USER35680,2023-03-11,Lucknow,Prepaid,Roaming Pack,Credit Card,840
JIOREC010290,USER66761,2023-10-22,Hyderabad,Prepaid,Data Add-on,UPI,127
JIOREC010291,USER85291,2023-12-12,Ahmedabad,Prepaid,Annual,Wallet,3148
JIOREC010292,USER26117,2022-08-10,Delhi,Prepaid,Data Add-on,UPI,120
JIOREC010293,USER67026,2024-06-27,Delhi,Prepaid,Quarterly,Debit Card,931
JIOREC010294,USER22656,2024-04-18,Delhi,Prepaid,Data Add-on,Debit Card,31
JIOREC010295,USER75063,2023-06-29,Jaipur,Prepaid,Annual,UPI,3150
JIOREC010296,USER64505,2023-11-10,Ahmedabad,Prepaid,Roaming Pack,Credit Card,845
JIOREC010297,USER53806,2022-09-03,Jaipur,Postpaid,Quarterly,Debit Card,670
JIOREC010298,USER72424,2023-09-03,Chennai,Prepaid,Annual,UPI,2665
JIOREC010299,USER39907,2022-01-19,Hyderabad,Postpaid,Data Add-on,Net Banking,18
JIOREC010300,USER21770,2023-02-03,Bangalore,Prepaid,Roaming Pack,Retail Store,629
JIOREC010301,USER88065,2022-01-13,Pune,Postpaid,Roaming Pack,Wallet,599
JIOREC010302,USER18541,2023-05-13,Jaipur,Postpaid,Annual,Wallet,3154
JIOREC010303,USER48847,2022-05-19,Kolkata,Postpaid,Roaming Pack,UPI,498
JIOREC010304,USER31571,2024-04-22,Kolkata,Postpaid,Roaming Pack,Credit Card,550
JIOREC010305,USER63098,2023-06-18,Mumbai,Prepaid,Annual,UPI,3019
JIOREC010306,USER95546,2022-08-11,Pune,Prepaid,Roaming Pack,Debit Card,596
JIOREC010307,USER18748,2023-12-19,Kolkata,Prepaid,Quarterly,UPI,699
JIOREC010308,USER36561,2022-11-17,Bangalore,Prepaid,Annual,UPI,2982
JIOREC010309,USER62641,2024-06-30,Jaipur,Prepaid,Data Add-on,UPI,20
JIOREC010310,USER21913,2023-12-23,Mumbai,Prepaid,Annual,Wallet,3022
JIOREC010311,USER76744,2023-05-30,Chennai,Postpaid,Monthly,UPI,208
JIOREC010312,USER47603,2023-01-29,Pune,Postpaid,Annual,UPI,2671
JIOREC010313,USER27891,2022-10-29,Delhi,Postpaid,Quarterly,UPI,670
JIOREC010314,USER98355,2023-06-29,Kolkata,Postpaid,Annual,UPI,3015
JIOREC010315,USER45238,2024-03-21,Jaipur,Postpaid,Data Add-on,Net Banking,31
JIOREC010316,USER52146,2023-07-16,Mumbai,Postpaid,Roaming Pack,Wallet,834
JIOREC010317,USER25145,2022-05-30,Delhi,Postpaid,Monthly,Net Banking,480
JIOREC010318,USER54065,2023-02-06,Hyderabad,Postpaid,Data Add-on,Net Banking,127
JIOREC010319,USER40222,2022-12-20,Ahmedabad,Prepaid,Monthly,UPI,399
JIOREC010320,USER77452,2022-07-22,Kolkata,Prepaid,Monthly,UPI,238
JIOREC010321,USER53565,2024-01-16,Kolkata,Prepaid,Annual,Credit Card,2801
JIOREC010322,USER14564,2023-09-18,Chennai,Prepaid,Annual,Credit Card,3141
JIOREC010323,USER29163,2023-10-13,Jaipur,Prepaid,Annual,UPI,2692
JIOREC010324,USER78373,2024-02-27,Kolkata,Postpaid,Roaming Pack,UPI,659
JIOREC010325,USER45413,2023-08-27,Delhi,Postpaid,Data Add-on,Credit Card,19
JIOREC010326,USER86402,2024-03-11,Mumbai,Prepaid,Monthly,Debit Card,218
